Year,Company/Brand,HeadQuarter,Sector,Amount($),Stage
2018,arzooo.com,Bangalore,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",1350000.0,Seed
2018,Bonphul Air Products,Delhi,CleanTech,1350000.0,Angel
2018,DheeYantra Research Labs,Bangalore,Artificial Intelligence,1350000.0,Seed
2018,Edyoo,Bangalore,Education,1000000.0,Seed
2018,Chtrbox,Mumbai,"Advertising, Internet, Marketing",1350000.0,Angel
2018,Aashiyaan Housing and Development Finance,Kolkata,Financial Services,1350000.0,Seed
2018,BetterPlace Safety Solutions Pvt. Ltd.,Bangalore,"Human Resources, Security, Training",3000000.0,Series A
2018,Cashkumar,Bangalore,"Consumer Lending, Finance, FinTech",1350000.0,Seed
2018,Rocketium,Bangalore,"Marketing, Social Media, Video",1350000.0,Seed
2018,FreightBazaar,Hyderabad,Transportation,1350000.0,Seed
2018,OPEN,Bangalore,Banking,1350000.0,Seed
2018,mfine,Bangalore,"Health Care, Hospital",4200000.0,Series A
2018,Earth Food,Pune,"Food and Beverage, Food Processing",1350000.0,Seed
2018,Charcoal Eats,Mumbai,Food Processing,1350000.0,Seed
2018,Wishfie,Bangalore,Apps,1350000.0,Seed
2018,The Social Hook,Bangalore,Marketing,1350000.0,Seed
2018,FreightBro,Mumbai,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",1350000.0,Seed
2018,Finwego,Chennai,Unknown,1350000.0,Seed
2018,Cricnwin,Gurgaon,"Digital Entertainment, Fantasy Sports, Gaming, Sports",1350000.0,Seed
2018,Wicked Ride Adventure Services Private Limited,Bangalore,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",1350000.0,Undisclosed
2018,Career Anna,Bangalore,"Commercial, E-Learning, Education",1350000.0,Seed
2018,ERUDITUS Executive Education,Mumbai,"Continuing Education, EdTech, Education, Skill Assessment",1350000.0,Series C
2018,Gaia Smart Cities,Mumbai,"Smart Cities, Telecommunications",1350000.0,Seed
2018,Square Off,Mumbai,"Internet of Things, Robotics",1350000.0,Seed
2018,UrbanClap,Delhi,"Apps, Home Services, Information Services, Information Technology",1350000.0,Series D
2018,Hospals,New Delhi,"Medical, Tourism",1350000.0,Seed
2018,Kogta Financial India Limited,Jaipur,Financial Services,1350000.0,Series B
2018,Perspectico,New Delhi,"Career Planning, Education, Internet",1350000.0,Seed
2018,The Souled Store,Mumbai,"Fashion, Graphic Design, Wearables",1350000.0,Undisclosed
2018,Hush - Speak Up. Make Work Better,Bangalore,"Communities, Leisure, Mobile Apps, Software",1350000.0,Seed
2018,Drivezy,Bangalore,"Automotive, Rental, Sharing Economy",1350000.0,Debt
2018,Freyr Energy,Hyderabad,"Energy, Environmental Consulting, Renewable Energy, Solar",1350000.0,Series A
2018,NIRAMAI Health Analytix,Bangalore,"Health Care, Hospital",1350000.0,Seed
2018,CloudSek,Bangalore,"Information Technology, SaaS, Security",1350000.0,Seed
2018,Lendbox,Delhi,"Crowdfunding, Financial Services, Internet",1350000.0,Seed
2018,Verloop,Bangalore,"Customer Service, Information Technology, Internet, Sales Automation",1350000.0,Series A
2018,Flickstree,Mumbai,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",1350000.0,Seed
2018,Paymatrix,Hyderabad,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",1350000.0,Seed
2018,Idha Skin Clinic,Bangalore,"Beauty, Cosmetics, Health Care, Service Industry",1350000.0,Seed
2018,InCred,Mumbai,"Banking, Finance, Financial Services",1350000.0,Equity
2018,Vedantu,Bangalore,"EdTech, Education, Mobile, Tutoring",1350000.0,Series B
2018,Sportido,Noida,"Social Media, Sports",1350000.0,Seed
2018,Stelis Biopharma,Bangalore,Biopharma,1350000.0,Series B
2018,Magicpin,Gurgaon,"E-Commerce, E-Commerce Platforms, Retail",1350000.0,Series C
2018,Try & Buy,New Delhi,"E-Commerce, Fashion, Shopping",1350000.0,Seed
2018,Mech Mocha,Bangalore,"Digital Entertainment, Mobile, PC Games",1350000.0,Series B
2018,Aye Finance,Gurgaon,"Finance, Financial Services, Small and Medium Businesses",1350000.0,Debt
2018,Aldopay,Chennai,Mobile Payments,1350000.0,Seed
2018,Detect Technologies,Chennai,"Artificial Intelligence, Energy, Oil and Gas",1350000.0,Series A
2018,Signzy,Bangalore,"Computer, FinTech, Risk Management, Software",1350000.0,Series A
2018,CashRich,Mumbai,"Apps, Financial Services, FinTech",1350000.0,Seed
2018,Cloudnine Hospitals,Bangalore,"Child Care, Health Care, Hospital, Medical, Women's",1350000.0,Equity
2018,CropIn Technologies,Bangalore,"Agriculture, Mobile",1350000.0,Series B
2018,Billdesk,Ahmedabad,"Finance, FinTech, Payments, Property Development, Rental",1350000.0,Undisclosed
2018,Yaantra,Delhi,"Information Services, Information Technology, Mobile, Software",1350000.0,Debt
2018,TECHBOOZE,New Delhi,Education,1350000.0,Seed
2018,HealthifyMe,Bangalore,"Apps, Fitness, Health Care, mHealth",1350000.0,Series B
2018,hoi foods,Gurgaon,"Food and Beverage, Food Delivery",1350000.0,Seed
2018,Perpule,Bangalore,"Apps, Payments, Retail",1350000.0,Series A
2018,Royal Sundaram General Insurance Co. Limited,Kalpakkam,"Health Insurance, Insurance, Life Insurance",1350000.0,Corporate Round
2018,CleanseCar,Bangalore,Automotive,1350000.0,Angel
2018,DRIVEU,Bangalore,"Rental, Taxi Service, Travel",1350000.0,Undisclosed
2018,Spinny,Gurgaon,"E-Commerce, E-Commerce Platforms, Internet, Retail",1350000.0,Series A
2018,Asset Reconstruction Company (India) Ltd.,Mumbai,"Financial Services, Professional Services",1350000.0,Secondary Market
2018,Med365 Healthcare,Jaipur,Health Diagnostics,1350000.0,Seed
2018,Dunzo,Bangalore,"Customer Service, Messaging, Mobile Apps, Personalization",1350000.0,Debt
2018,Mobile Premier League (MPL),Bangalore,"Gaming, iOS, Sports",1350000.0,Series A
2018,WalMart India,Gurgaon,Retail,1350000.0,Undisclosed
2018,Cred,Bangalore,Unknown,1350000.0,Seed
2018,Meesho,Bangalore,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",1350000.0,Series C
2018,BhaskarGuru,Bhopal,Search Engine,1350000.0,Seed
2018,Gugu,Coimbatore,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",1350000.0,Seed
2018,FarmTaaza,Bangalore,"Agriculture, Farmers Market, Farming",1350000.0,Series A
2018,Vizzbee,Bhopal,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",1350000.0,Pre-seed
2018,BIGPHI TECHNOLOGIES PVT. LTD.,Bangalore,Fashion,1350000.0,Angel
2018,Mobycy,Gurgaon,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",1350000.0,Angel
2018,Traveo Soft Pvt. Ltd.,Bangalore,"Mobile, Software, Travel",1350000.0,Undisclosed
2018,Em Personal Care,Worli,Cosmetics,1350000.0,Seed
2018,Lucideus,New Delhi,"Consulting, Cyber Security, Network Security",5000000.0,Undisclosed
2018,Eupheus Learning,Delhi,"E-Learning, EdTech, Education",1350000.0,Seed
2018,GamingMonk,New Delhi,"eSports, Gaming, Video Games",1350000.0,Series A
2018,Sukkhi Jewellery,Mumbai,"Fashion, Jewelry",1350000.0,Undisclosed
2018,INDwealth,Gurgaon,Financial Services,1350000.0,Seed
2018,Medikabazaar,Mumbai,"B2B, Medical Device",5000000.0,Series A
2018,NIRA,Bangalore,"Credit, Financial Services, FinTech, Lending",1000000.0,Seed
2018,Duroflex Pvt. Ltd.,Alleppey,"Consumer Goods, Manufacturing",22000000.0,Equity
2018,Clensta,New Delhi,"Biotechnology, Health Care, Wellness",1350000.0,Seed
2018,Jetbrain Robotics,Gurgaon,"Health Care, Hospital, Medical, Robotics",70000.0,Seed
2018,Medimetry,Haryana,Health Care,1350000.0,Seed
2018,Healthkart,Gurgaon,"E-Commerce, Fitness, Health Care",10000000.0,Undisclosed
2018,Indiabulls Ventures,Mumbai,"Financial Services, Venture Capital",1350000.0,Equity
2018,Vistara,Haryana,Aerospace,1350000.0,Equity
2018,ClearTax,New Delhi,"Accounting, Apps, FinTech",1350000.0,Series B
2018,Shuttl,Gurgaon,"Apps, Mobile, Transportation",1000000.0,Debt
2018,GuruQ,New Delhi,Reading Apps,1350000.0,Seed
2018,Azure Power,New Delhi,"Energy, Renewable Energy, Solar",185000000.0,Equity
2018,Cube,Mumbai,"Banking, Financial Services, FinTech",1350000.0,Series A
2018,RAHI Care,Chandigarh,"Health Care, Hospital",1350000.0,Undisclosed
2018,Mynvax,Bangalore,Biotechnology,1350000.0,Angel
2018,Loans4SME,Mumbai,Financial Services,1350000.0,Seed
2018,UpCyclersLab,Mumbai,"Apps, Education, Retail",1350000.0,Seed
2018,Cellerite Systems,Hyderabad,Electric Vehicle,1350000.0,Seed
2018,Taru Naturals,Mumbai,"Agriculture, Farming",1350000.0,Seed
2018,LetsMD,New Delhi,"Fitness, Health Care, Wellness",1000000.0,Seed
2018,Twenty Two Motors,Haryana,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",65000000.0,Corporate Round
2018,Truebil,Mumbai,"Automotive, E-Commerce, Marketplace",2000000.0,Series A
2018,FarmersFZ,Kochi,Agriculture,1350000.0,Seed
2018,Worxogo,Bangalore,Information Technology,1350000.0,Series A
2018,Vivish Technologies (myGate),Bangalore,"Apps, Information Services, Information Technology",1350000.0,Series A
2018,Singularity Dynamics,Bangalore,Artificial Intelligence,1350000.0,Seed
2018,Virtual MetalStreet(MetalStreet),Bangalore,"B2B, Marketplace",700000.0,Angel
2018,Veritas Finance,Guindy,Financial Services,30000000.0,Undisclosed
2018,Manjushree Technopack,Bangalore,Packaging Services,1350000.0,Equity
2018,GoZefo,Bangalore,"Computer, Furniture, Software",1350000.0,Undisclosed
2018,Zomato,Gurgaon,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",210000000.0,Secondary Market
2018,Innov8 Coworking,New Delhi,"Collaboration, Communities, Coworking, Real Estate",4000000.0,Seed
2018,RevFin,Delhi,"Accounting, Banking, Finance",1350000.0,Seed
2018,Lavelle Networks,Bangalore,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",1350000.0,Undisclosed
2018,Blackbuck,Bangalore,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",1350000.0,Series D
2018,Cardekho,Gurgaon,"Automotive, E-Commerce, Information Services",75000000.0,Series C
2018,ElasticRun,Pune,"Delivery, Logistics, Transportation",1350000.0,Series B
2018,Droom Technology Private Limited,Gurgaon,"Automotive, E-Commerce Platforms, Marketplace",30000000.0,Series E
2018,Vogo Rentals,Kormangala,"Last Mile Transportation, Railroad, Transportation, Travel",1350000.0,Debt
2018,InnerChef,Gurgaon,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",1760000.0,Undisclosed
2018,LivQuik,Mumbai,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",2700000.0,Corporate Round
2018,Disprz,Chennai,"E-Learning, Education",400000.0,Debt
2018,9stacks,Delhi,"Online Games, Software",1350000.0,Series A
2018,Origo,Gurgaon,Unknown,1350000.0,Undisclosed
2018,YourOwnROOM,Bangalore,"Online Portals, Property Management, Rental",750000.0,Seed
2018,Vahdam Teas,New Delhi,"E-Commerce, Food and Beverage, Tea",2500000.0,Series B
2018,Spoofin,New Delhi,"Music, Social Network, Video",1350000.0,Undisclosed
2018,Strom Motors,Mumbai,Automotive,1350000.0,Angel
2018,PharmEasy,Mumbai,"Health Care, Pharmaceutical, Wellness",80000000.0,Series C
2018,Licious,Bangalore,"Delivery Service, Food and Beverage, Food Delivery",25000000.0,Series C
2018,Stanza Living,New Delhi,"Hospitality, Information Technology, Travel Accommodations",1350000.0,Undisclosed
2018,docturnal,Hyderabad,"Biotechnology, Diabetes, Health Care",1350000.0,Seed
2018,Bounce (Metro Bikes),Bangalore,"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",3000000.0,Debt
2018,Technology 9 Labs (T9L),New Delhi,Information Technology,1350000.0,Corporate Round
2018,Goals101,Delhi,Financial Services,3500000.0,Seed
2018,Satya MicroCapital,New Delhi,"Finance, Financial Exchanges, Financial Services, Micro Lending",1350000.0,Undisclosed
2018,Ummeed Housing Finance Private Limited,Haryana,"Finance, Financial Services",1350000.0,Series C
2018,StockEdge,Kolkata,"Analytics, Apps, Market Research",1100000.0,Seed
2018,Sequretek,Mumbai,Unknown,3700000.0,Undisclosed
2018,Avenues Payments India Pvt. Ltd.,Mumbai,Unknown,1300000.0,Corporate Round
2018,Qbera,Bangalore,"Finance, Financial Services",1350000.0,Undisclosed
2018,Urban Ladder,Bangalore,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",5600000.0,Debt
2018,Planet11 eCommerce Solutions India (Avenue11),Bangalore,Unknown,1350000.0,Corporate Round
2018,DailyNinja,Bangalore,"Apps, Mobile, Mobile Apps, Software",1350000.0,Series A
2018,Iba Halal Care,Ahmedabad,Unknown,1350000.0,Series A
2018,Knocksense,Lucknow,"News, Publishing, Social Media",1350000.0,Seed
2018,Togedr,Gurgaon,Unknown,1350000.0,Undisclosed
2018,Parkwheels,Haryana,"Industrial, Industrial Automation",1350000.0,Seed
2018,ShareChat,Bangalore,"Internet, Mobile Apps, Social Network",99230000.0,Series C
2018,Cyclops Medtech,Bangalore,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",1000000.0,Seed
2018,Livspace,Bangalore,"E-Commerce, Furniture, Interior Design",70000000.0,Series C
2018,NewsBytes,Gurgaon,"Apps, Events, News",1000000.0,Seed
2018,Leena AI,Gurgaon,"Artificial Intelligence, Human Resources, Information Services, Information Technology",2000000.0,Seed
2018,Max Healthcare,New Delhi,"Health Care, Hospital, Supply Chain Management",1350000.0,Corporate Round
2018,GoBolt,New Delhi,"Logistics, Railroad, Transportation",1350000.0,Undisclosed
2018,GoGaga,Bangalore,"Dating, Private Social Networking",40000.0,Non-equity Assistance
2018,Mate Labs,Bangalore,"Artificial Intelligence, Machine Learning, PaaS",550000.0,Seed
2018,Furlenco,Bangalore,"Consumer, Furniture, Home Decor, Home Improvement",1350000.0,Series C
2018,Ola,Kormangala,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",50000000.0,Undisclosed
2018,DocPrime,Haryana,"Health Care, Health Insurance",50000000.0,Undisclosed
2018,CLP India Pvt. Ltd.,Mumbai,"Energy, Natural Resources",365000000.0,Equity
2018,Xplorabox,Noida,"E-Commerce, Education, Health Care",1350000.0,Seed
2018,Myra,Bangalore,"Apps, Health Care, Pharmaceutical",1350000.0,Undisclosed
2018,Vokal,Bangalore,"Internet, Knowledge Management",1500000.0,Series A
2018,Kissht,Mumbai,"Credit, Finance, FinTech, Lending, Sales Automation",30000000.0,Series C
2018,Upwards Fintech,Mumbai,"Banking, Financial Services, Internet",5000000.0,Series A
2018,Bon(Bonfleet Solutions),Pune,"Financial Services, FinTech",1350000.0,Seed
2018,Mamaearth,Gurgaon,"E-Commerce, Health Care, Retail",4000000.0,Series A
2018,BabyChakra,Mumbai,"Child Care, Information Technology",1350000.0,Series B
2018,Belstar Investment and Finance Private Limited,Chennai,"Financial Services, Micro Lending",28000000.0,Undisclosed
2018,Naaptol,Mumbai,"E-Commerce, Retail, Shopping",15000000.0,Undisclosed
2018,Moonshine Meadery,Pune,Food and Beverage,1350000.0,Seed
2018,Verzeo,Bangalore,E-Learning,5000000.0,Series A
2018,Haazri,Mumbai,"Food and Beverage, Snack Food, Tea",1350000.0,Seed
2018,Connect India,New Delhi,"Delivery Service, E-Commerce, Logistics",1350000.0,Angel
2018,Flyrobe,Mumbai,"Fashion, Lifestyle, Rental",1350000.0,Series B
2018,Scholify,Bangalore,Unknown,1350000.0,Pre-seed
2018,Dream11,Mumbai,"Fantasy Sports, Mobile, Sports",100000000.0,Series D
2018,srJna,Jaipur,Education,1350000.0,Seed
2018,Nykaa,Mumbai,"Beauty, Fashion, Wellness",1350000.0,Secondary Market
2018,Chaayos,New Delhi,"Food and Beverage, Restaurants, Tea",1350000.0,Series B
2018,Heelium,Pune,"Fitness, Sporting Goods, Sports",1350000.0,Seed
2018,LT Foods,New Delhi,"Food and Beverage, Food Processing, Manufacturing",1350000.0,Equity
2018,Multibashi,Bangalore,"E-Learning, Internet",1350000.0,Seed
2018,Cleardekho,Ghaziabad,"Eyewear, Internet",1350000.0,Undisclosed
2018,Dailyhunt,Bangalore,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",6000000.0,Series E
2018,SlicePay,Bangalore,"FinTech, Internet, Payments, Service Industry",14900000.0,Series A
2018,Udaan,Bangalore,"B2B, Business Development, Internet, Marketplace",225000000.0,Series C
2018,Happyeasygo Group,Haryana,"Tourism, Travel",1350000.0,Series A
2018,Mombay,Mumbai,"Food and Beverage, Food Delivery, Internet",7500.0,Seed
2018,Droni Tech,Mumbai,Information Technology,1350000.0,Seed
2018,Netmeds,Chennai,"Biotechnology, Health Care, Pharmaceutical",35000000.0,Series C
2019,Bombay Shaving,Unavailable,Ecommerce,6300000.0,Undisclosed
2019,Ruangguru,Mumbai,EdTech,150000000.0,Series C
2019,Eduisfun,Mumbai,EdTech,28000000.0,Undisclosed
2019,HomeLane,Chennai,Interior design,30000000.0,Series D
2019,Nu Genes,Telangana,AgriTech,6000000.0,Undisclosed
2019,FlytBase,Pune,Technology,6000000.0,Undisclosed
2019,Finly,Bangalore,SaaS,6000000.0,Undisclosed
2019,Kratikal,Noida,Technology,1000000.0,Pre-series A
2019,Quantiphi,Unavailable,AI & Tech,20000000.0,Series A
2019,Lenskart,Delhi,E-commerce,275000000.0,Series G
2019,Cub McPaws,Mumbai,E-commerce & AR,6000000.0,Undisclosed
2019,Appnomic,Bangalore,SaaS,22000000.0,Undisclosed
2019,Kaleidofin,Chennai,Fintech,5000000.0,Series A
2019,JobSquare,Ahmedabad,HR tech,140500.0,Undisclosed
2019,Open Secret,Unavailable,Food tech,6000000.0,Undisclosed
2019,LivFin,Delhi,Fintech,5000000.0,Undisclosed
2019,Byju's,Unavailable,EdTech,540000000.0,Undisclosed
2019,Zest Money,Bangalore,Fintech,15000000.0,Series B
2019,Witblox,Unavailable,EdTech,182700.0,Undisclosed
2019,Azah Personal Care Pvt. Ltd.,Gurugram,Health,6000000.0,Pre-series A
2019,SalaryFits,Unavailable,Fintech,5000000.0,Undisclosed
2019,Pristyn Care,Unavailable,Healthcare,12000000.0,Series B
2019,Springboard,Unavailable,EdTech,11000000.0,Series A
2019,DROR Labs Pvt. Ltd,Delhi,Safety tech,6000000.0,Undisclosed
2019,Medlife,Bangalore,Pharmaceutical,15500000.0,Undisclosed
2019,Seekify,Delhi,SaaS,1500000.0,Seed
2019,Toffee Insurance,Haryana,Insurance technology,5500000.0,Series A
2019,Fireflies .ai,Unavailable,AI,5000000.0,Undisclosed
2019,HungerBox,Bangalore,Foodtech,12000000.0,Series C
2019,Bijak,Unavailable,AgriTech,2500000.0,Seed
2019,Licious,Bangalore,Food,30000000.0,Series E
2019,truMe,Unavailable,IoT,140000.0,Undisclosed
2019,Pumpkart,Chandigarh,E-marketplace,6000000.0,Undisclosed
2019,Asteria Aerospace,Bangalore,Robotics & AI,230000000.0,Undisclosed
2019,Rivigo,Unavailable,Logistics,20000000.0,Series F
2019,HappyEasyGo,Gurugram,Travel,49400000.0,Series B
2019,Zetwerk,Bangalore,Manufacturing,32000000.0,Series B
2019,Observe.AI,Bangalore,AI,26000000.0,Series A
2019,Freshokartz,Jaipur,E-marketplace,150000.0,Pre-series A
2019,Lil’ Goodness and sCool meal,Bangalore,Food & Nutrition,400000.0,Undisclosed
2019,Trell,Bangalore,Social Media,2000000.0,Pre-series A
2019,VMate,Unavailable,Unknown,100000000.0,Undisclosed
2019,Bombay Shirt Company,Mumbai,E-commerce,8000000.0,Undisclosed
2019,Slintel,Unavailable,SaaS,1500000.0,Undisclosed
2019,MyGameMate,Bangalore,E-Sports,100000.0,Undisclosed
2019,Afinoz,Noida,Fintech,6000000.0,Undisclosed
2019,Rein Games,Noida,Technology,50000000.0,Pre-series A
2019,Ecozen,Pune,AgriTech,6000000.0,Series A
2019,Box8,Mumbai,Foodtech,120000000.0,Undisclosed
2019,Awign Enterprises,Bangalore,Unknown,4000000.0,Series A
2019,Purplle,Mumbai,Cosmetics,30000000.0,Series C
2019,Freightwalla,Mumbai,B2B,4000000.0,Series A
2019,TapChief,Bangalore,Unknown,1500000.0,Pre-series A
2019,eJOHRI,Mumbai,Jewellery,1000000.0,Pre-series A
2019,Ninjacart,Unavailable,B2B Supply Chain,6000000.0,Undisclosed
2019,Binca Games,Mumbai,Games,6000000.0,Undisclosed
2019,KredX,Bangalore,Unknown,26000000.0,Series B
2019,m.Paani,Mumbai,Unknown,5500000.0,Series A
2019,Origo,Gurugram,AgriTech,6800000.0,Undisclosed
2019,WishADish,Delhi,Food & tech,6000000.0,Undisclosed
2019,Ecom Express,Gurugram,Logistics,36000000.0,Undisclosed
2019,Stanza Living,Delhi,Accomodation,5700000.0,Undisclosed
2019,PiBeam,Chennai,Automotive tech,50000000.0,Undisclosed
2019,Euler Motors,Delhi,Automotive tech,2000000.0,Undisclosed
2019,Moms Co,New Delhi,E-commerce,5000000.0,Series B
2019,Cubical Labs,Unavailable,IoT,6000000.0,Series B
2019,Lawyered,Delhi,Legal tech,100000.0,Undisclosed
2019,Cuemath,Bangalore,EdTech,5500000.0,Undisclosed
2019,Licious,Bangalore,Food,25000000.0,Series D
2019,Nivesh.com,Noida,Mutual Funds,600000.0,Undisclosed
2019,Zebu,Unavailable,Cybersecurity,4000000.0,Seed
2019,Smart Institute,Surat,EdTech,1500000.0,Undisclosed
2019,CarDekho,Jaipur,Automobile,70000000.0,Series D
2019,Shadowfax,Bangalore,Logistics,60000000.0,Series D
2019,Credr,Mumbai,Automobile,6000000.0,Undisclosed
2019,Sportido,Noida,Sports,6000000.0,Series B
2019,Phable,Unavailable,Healthtech,220000.0,Undisclosed
2019,Sarva,Chennai,Yoga & wellness,2800000.0,Undisclosed
2019,IndyFint,Bangalore,Virtual Banking,2100000.0,Series A
2019,Zolostays,Unavailable,Accomodation,7000000.0,Undisclosed
2019,Ola,Bangalore,Transportation,311000000.0,Undisclosed
2019,Zoomcar,Bangalore,Transport & Rentals,4800000.0,Undisclosed
2019,Kratikal,Uttar pradesh,Technology,1000000.0,Pre-series A
2019,Froogal,Hyderabad,Marketing & Customer loyalty,1000000.0,Pre-series A
2019,Infra.Market,Mumbai,Infratech,20000000.0,Series A
2019,Oyo,Gurugram,Hospitality,693000000.0,Undisclosed
2019,GoMechanic,Delhi,Automobile & Technology,5000000.0,Series B
2019,Spinny,Delhi,Automobile,50000000.0,Undisclosed
2019,Ess Kay Fincorp,Rajasthan,Banking,33000000.0,Undisclosed
2020,Aqgromalin,Chennai,AgriTech,200000.0,Undisclosed
2020,Krayonnz,Bangalore,EdTech,100000.0,Pre-seed
2020,PadCare Labs,Pune,Hygiene management,3000000.0,Pre-seed
2020,NCOME,New Delhi,Escrow,400000.0,Undisclosed
2020,Gramophone,Indore,AgriTech,340000.0,Undisclosed
2020,qZense,Bangalore,AgriTech,600000.0,Seed
2020,MyClassboard,Hyderabad,EdTech,600000.0,Pre-series A
2020,Metvy,Gurgaon,Networking platform,3000000.0,Pre-series A
2020,Rupeek,Bangalore,FinTech,45000000.0,Series C
2020,Gig India,Pune,Crowdsourcing,1000000.0,Pre-series A
2020,Slurrp Farm,Gurgaon,Food & Bevarages,2000000.0,Series A
2020,Medfin,Bangalore,HealthTech,3000000.0,Series A
2020,MasterG,New Delhi,Fashion startup,3000000.0,Undisclosed
2020,Brila 91,New Delhi,Food & Bevarages,1200000.0,Undisclosed
2020,FoodyBuddy,Belgaum,Food Industry,600000.0,Undisclosed
2020,Zomato,Gurgaon,Food Delivery,660000000.0,Undisclosed
2020,OurEye.ai,Bangalore,Virtual auditing startup,120000.0,Undisclosed
2020,Shiprocket,New Delhi,E-commerce,7500000.0,Series C
2020,Pine Labs,Noida,FinTech,3000000.0,Undisclosed
2020,Moneyboxx Finance,New Delhi,FinTech,1000000.0,Undisclosed
2020,EWar,Bangalore,Gaming,3000000.0,Pre-series A
2020,SucSEED Indovation,Hyderabad,FinTech,5000000.0,Undisclosed
2020,TaxBuddy.com,Mumbai,FinTech,1000000.0,Undisclosed
2020,Awign Enterprises,Bangalore,Work fulfillment,500000.0,Undisclosed
2020,Circle of Angels,Gurgaon,FinTech,3000000.0,Undisclosed
2020,CoinDCX,Mumbai,FinTech,10000000.0,Series B
2020,Glance,Bangalore,AI startup,145000000.0,Undisclosed
2020,VerSe Innovation,Bangalore,Telecommunication,100000000.0,Undisclosed
2020,Voosh,Bangalore,Food Industry,3000000.0,Pre-seed
2020,Delhivery,Gurgaon,E-commerce,3000000.0,Undisclosed
2020,Arya,Noida,AgriTech,21000000.0,Series B
2020,Pickrr,New Delhi,Logistics,4000000.0,Undisclosed
2020,PhonePe,Andheri,FinTech,20000000.0,Undisclosed
2020,Countingwell,Bangalore,EdTech,1000000.0,Pre-series A
2020,Callify.ai,Mumbai,Tech Startup,560000.0,Seed
2020,Hudle,New Delhi,Sports,3000000.0,Pre-series A
2020,Cover it Up,Chennai,E-commerce,400000.0,Seed
2020,BiteSpeed,Gurgaon,E-commerce,275000.0,Seed
2020,WakeFit,Bangalore,Retail,20000000.0,Series B
2020,Sreyas Holistic Remedies,Hyderabad,Medtech,1000000.0,Undisclosed
2020,Fleeca India,Jaipur,Tyre management,3000000.0,Undisclosed
2020,M1xchange,Gurgaon,FinTech,4500000.0,Undisclosed
2020,Exotel,Bangalore,Cloud company,5000000.0,Undisclosed
2020,PagarBook,Bangalore,Software company,15000000.0,Series A
2020,PointOne Capital,Bangalore,Venture capitalist,3000000.0,Undisclosed
2020,Ayana,Bangalore,Renewable player,390000000.0,Undisclosed
2020,Fisdom,Bangalore,FinTech,7000000.0,Undisclosed
2020,Tinker Coders,Noida,EdTech,3000000.0,Seed
2020,Infinite Uptime,Pune,IoT startup,5100000.0,Series B
2020,HappyLocate,Bangalore,SaaS startup,500000.0,Pre-series A
2020,PhonePe,New Delhi,FinTech,700000000.0,Undisclosed
2020,Loop Health,Pune,HealthTech,2300000.0,Seed
2020,NeoDocs,Mumbai,HealthTech,3000000.0,Pre-seed
2020,The ePlane,Chennai,Aero company,3000000.0,Seed
2020,TagMango,Mumbai,Marketing company,700000.0,Seed
2020,The New Shop,New Delhi,Retail startup,500000.0,Seed
2020,MobiKwik,Gurgaon,FinTech,7000000.0,Undisclosed
2020,DebugsBunny,Pune,EdTech,100000.0,Undisclosed
2020,BHIVE Investech,Bangalore,Co-working Startup,1000000.0,Seed
2020,Rivigo,Gurgaon,Logistics,19000000.0,Undisclosed
2020,ZipLoan,New Delhi,Finance company,3000000.0,Undisclosed
2020,Swipez,Pune,FinTech,3000000.0,Undisclosed
2020,Humus,Bangalore,AgriTech,3000000.0,Undisclosed
2020,Artivatic.ai,Bangalore,Tech company,3000000.0,Undisclosed
2020,Prescinto,Ahmedabad,Solar Monitoring Company,3000000.0,Seed
2020,Toppeq,Mumbai,SaaS startup,3000000.0,Seed
2020,Bolo Indya,Gurgaon,Video sharing platform,400000.0,Undisclosed
2020,Bombay Play,Bangalore,Gaming startup,1000000.0,Seed
2020,FreshToHome,Bangalore,E-commerce,3000000.0,Undisclosed
2020,KIKO TV,Mumbai,Video streaming platform,3000000.0,Seed
2020,Atomberg Technologies,Mumbai,Consumer appliances,9000000.0,Series B
2020,DealShare,Jaipur,E-commerce,21000000.0,Series C
2020,Smallcase,Bangalore,FinTech,3000000.0,Undisclosed
